ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
"45";"630560";"630560";"Rochefortia acanthophora ";"(DC.) Griseb., 1861";"Bois d'ébène";"";"ES";"Boraginaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630615";"630615";"Schizachyrium salzmannii ";"(Trin. ex Steud.) Nash, 1912";"";"";"ES";"Poaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630622";"630622";"Scleria hirtella ";"Sw., 1788";"";"";"ES";"Cyperaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"627456";"627456";"Setophaga caerulescens";"(Gmelin, 1789)";"Paruline bleue";"";"ES";"Parulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"627659";"627659";"Setophaga citrina";"(Boddaert, 1783)";"Paruline à capuchon";"";"ES";"Parulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"627664";"627664";"Setophaga magnolia";"(Wilson, 1811)";"Paruline à tête cendrée";"";"ES";"Parulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"627672";"627672";"Setophaga tigrina";"(Gmelin, 1789)";"Paruline tigrée";"";"ES";"Parulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3249";"3249";"Steganopus tricolor";"Vieillot, 1819";"Phalarope de Wilson";"";"ES";"Scolopacidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3261";"3261";"Stercorarius longicaudus";"Vieillot, 1819";"Labbe à longue queue";"";"ES";"Stercorariidae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3263";"3263";"Stercorarius skua";"(Brünnich, 1764)";"Grand Labbe";"";"ES";"Stercorariidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"3345";"3345";"Sterna paradisaea";"Pontoppidan, 1763";"Sterne arctique";"";"ES";"Laridae";"";"";"DD";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"199320";"199320";"Sula dactylatra";"Lesson, 1831";"Fou masqué";"";"ES";"Sulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"45";"199321";"199321";"Sula leucogaster";"(Boddaert, 1783)";"Fou brun";"";"ES";"Sulidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"630759";"630759";"Swartzia simplex";"(Sw.) Spreng., 1825";"Zowanj";"";"ES";"Fabaceae";"";"";"DD";"";"";"2013";"LC";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630892";"630892";"Vriesea didistichoides ";"(Mez) L.B. Smith, 1955";"";"";"ES";"Bromeliaceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"630905";"630905";"Wolffiella welwitschii ";"(Hegelm.) Monod, 1949";"Lentille d'eau";"";"ES";"Araceae";"";"";"DD";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"45";"442531";"442531";"Zenaida asiatica";"(Linnaeus, 1758)";"Tourterelle à ailes blanches";"";"ES";"Columbidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"45";"442532";"442532";"Zenaida auriculata";"(Des Murs, 1847)";"Tourterelle oreillarde";"";"ES";"Columbidae";"";"";"DD";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"459514";"441623";"Ajaia ajaja";"(Linnaeus, 1758)";"Spatule rosée";"";"ES";"Threskiornithidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4557";"4557";"Amandava amandava";"(Linnaeus, 1758)";"Bengali rouge";"";"ES";"Estrildidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"1973";"1973";"Anas acuta";"Linnaeus, 1758";"Canard pilet";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1955";"1953";"Anas americana";"Gmelin, 1789";"Canard à front blanc";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1961";"199302";"Anas carolinensis";"Gmelin, 1789";"Sarcelle à ailes vertes";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1972";"1970";"Anas clypeata";"Linnaeus, 1758";"Canard souchet";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1966";"1966";"Anas platyrhynchos";"Linnaeus, 1758";"Canard colvert";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"836222";"1975";"Anas querquedula";"Linnaeus, 1758";"Sarcelle d'été";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1968";"1968";"Anas rubripes";"Brewster, 1902";"Canard noir";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"836203";"1956";"Anas strepera";"Linnaeus, 1758";"Canard chipeau";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2734";"2734";"Anser albifrons";"(Scopoli, 1769)";"Oie rieuse";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2727";"2727";"Anser caerulescens";"(Linnaeus, 1758)";"Oie des neiges";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441659";"441659";"Aramus guarauna";"(Linnaeus, 1766)";"Courlan brun";"";"ES";"Aramidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2506";"2506";"Ardea cinerea";"Linnaeus, 1758";"Héron cendré";"";"ES";"Ardeidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"629150";"629150";"Bauhinia multinervia";"(Kunth) DC., 1825";"Petit Flamboyant";"";"ES";"Fabaceae";"";"";"NA";"a";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"55";"199417";"199417";"Bombycilla cedrorum";"Vieillot, 1808";"Jaseur d'Amérique";"";"ES";"Bombycillidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199324";"199324";"Botaurus lentiginosus";"(Rackett, 1813)";"Butor d'Amérique";"";"ES";"Ardeidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"1005";"1005";"Bulweria bulwerii";"(Jardine & Selby, 1828)";"Pétrel de Bulwer";"";"ES";"Procellariidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441699";"441699";"Buteo jamaicensis";"(Gmelin, 1788)";"Buse à queue rousse";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441701";"441701";"Buteo platypterus";"(Vieillot, 1823)";"Petite Buse";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"459465";"459465";"Butorides striata";"(Linnaeus, 1758)";"Héron strié";"";"ES";"Ardeidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2911";"2911";"Calidris alpina";"(Linnaeus, 1758)";"Bécasseau variable";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3222";"3222";"Calidris bairdii";"(Coues, 1861)";"Bécasseau de Baird";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2901";"2901";"Calidris ferruginea";"(Pontoppidan, 1763)";"Bécasseau cocorli";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"NT";"VU";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627682";"627682";"Cardellina canadensis";"(Linnaeus, 1766)";"Paruline du Canada";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4106";"4106";"Catharus minimus";"(Lafresnaye, 1848)";"Grive à joues grises";"";"ES";"Turdidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4100";"4100";"Catharus ustulatus";"(Nuttall, 1840)";"Grive à dos olive";"";"ES";"Turdidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441746";"441746";"Chaetura brachyura";"(Jardine, 1846)";"Martinet polioure";"";"ES";"Apodidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199398";"199398";"Chaetura pelagica";"(Linnaeus, 1758)";"Martinet ramoneur";"";"ES";"Apodidae";"";"";"NA";"b";"";"2012";"NT";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441751";"441751";"Charadrius collaris";"Vieillot, 1818";"Pluvier d'Azara";"";"ES";"Charadriidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441755";"441755";"Charadrius wilsonia";"Ord, 1814";"Pluvier de Wilson";"";"ES";"Charadriidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3371";"3371";"Chlidonias niger";"(Linnaeus, 1758)";"Guifette noire";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"534682";"534682";"Chroicocephalus philadelphia";"(Ord, 1815)";"Mouette de Bonaparte";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"530157";"530157";"Chroicocephalus ridibundus";"(Linnaeus, 1766)";"Mouette rieuse";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2878";"2878";"Circus aeruginosus";"(Linnaeus, 1758)";"Busard des roseaux";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2881";"2881";"Circus cyaneus";"(Linnaeus, 1758)";"Busard Saint-Martin";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"NT";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199394";"199394";"Coccyzus erythropthalmus";"(Wilson, 1811)";"Coulicou à bec noir";"";"ES";"Cuculidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3420";"3420";"Columba livia";"Gmelin, 1789";"Pigeon biset";"";"ES";"Columbidae";"";"";"NA";"a";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"3053";"3053";"Crex crex";"(Linnaeus, 1758)";"Râle des genêts";"";"ES";"Rallidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"459478";"459478";"Delichon urbicum";"(Linnaeus, 1758)";"Hirondelle de fenêtre";"";"ES";"Hirundinidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2398";"2398";"Dendrocygna bicolor";"(Vieillot, 1816)";"Dendrocygne fauve";"";"ES";"Anatidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441888";"441888";"Elanoides forficatus";"(Linnaeus, 1758)";"Milan à queue fourchue";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"629658";"629658";"Erigeron polycladus ";"Urb., 1903";"Ti margrit";"";"ES";"Asteraceae";"";"";"NA";"a";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"55";"199496";"199496";"Estrilda melpoda";"(Vieillot, 1817)";"Astrild à joues orange";"";"ES";"Estrildidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"4554";"4554";"Estrilda troglodytes";"(Lichtenstein, 1823)";"Astrild cendré";"";"ES";"Estrildidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"441900";"441900";"Eudocimus ruber";"(Linnaeus, 1758)";"Ibis rouge";"";"ES";"Threskiornithidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199742";"199742";"Gallus gallus";"(Linnaeus, 1758)";"Coq bankiva";"";"ES";"Phasianidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"627675";"627675";"Geothlypis formosus";"(A. Wilson, 1811)";"Paruline du Kentucky";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199547";"199547";"Geothlypis trichas";"(Linnaeus, 1766)";"Paruline masquée";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"441977";"441977";"Helmitheros vermivorus";"(Gmelin, 1789)";"Paruline vermivore";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3336";"3336";"Hydroprogne caspia";"(Pallas, 1770)";"Sterne caspienne";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199554";"199554";"Icterus galbula";"(Linnaeus, 1758)";"Oriole de Baltimore";"";"ES";"Icteridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442009";"442009";"Icterus spurius";"(Linnaeus, 1766)";"Oriole des vergers";"";"ES";"Icteridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3311";"3311";"Larus marinus";"Linnaeus, 1758";"Goéland marin";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"534749";"534749";"Larus smithsonianus";"Coues, 1862";"Goéland d’Amérique";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627334";"627334";"Leucophaeus pipixcan";"(Wagler, 1831)";"Mouette de Franklin";"";"ES";"Laridae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2554";"2554";"Limnodromus scolopaceus";"(Say, 1823)";"Bécassin à long bec";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442038";"442038";"Limosa fedoa";"(Linnaeus, 1758)";"Barge marbrée";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442042";"442042";"Lonchura punctulata";"(Linnaeus, 1758)";"Capucin damier";"";"ES";"Estrildidae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"2840";"2840";"Milvus migrans";"(Boddaert, 1783)";"Milan noir";"";"ES";"Accipitridae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442082";"442082";"Molothrus bonariensis";"(Gmelin, 1789)";"Vacher luisant";"";"ES";"Icteridae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"2437";"2437";"Morus bassanus";"(Linnaeus, 1758)";"Fou de Bassan";"";"ES";"Sulidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442140";"442140";"Numenius americanus";"Bechstein, 1812";"Courlis à long bec";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"625969";"625969";"Numenius phaeopus phaeopus";"(Linnaeus, 1758)";"";"";"SSES";"Scolopacidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442156";"442156";"Oporornis agilis";"(Wilson, 1812)";"Paruline à gorge grise";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627678";"627678";"Oreothlypis peregrina";"(Wilson, 1811)";"Paruline obscure";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"627679";"627679";"Oreothlypis ruficapilla";"(Wilson, 1811)";"Paruline à joues grises";"";"ES";"Parulidae";"";"";"NA";"b";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4525";"4525";"Passer domesticus";"(Linnaeus, 1758)";"Moineau domestique";"";"ES";"Passeridae";"";"";"NA";"a";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"55";"459503";"459503";"Passerina caerulea";"(Linnaeus, 1758)";"Guiraca bleu";"";"ES";"Cardinalidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199532";"199532";"Passerina cyanea";"(Linnaeus, 1766)";"Passerin indigo";"";"ES";"Cardinalidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"442195";"442195";"Petrochelidon fulva";"(Vieillot, 1807)";"Hirondelle à front brun";"";"ES";"Hirundinidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199323";"199323";"Phalacrocorax auritus";"(Lesson, 1831)";"Cormoran à aigrettes";"";"ES";"Phalacrocoracidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"3243";"3243";"Phalaropus lobatus";"(Linnaeus, 1758)";"Phalarope à bec étroit";"";"ES";"Scolopacidae";"";"";"NA";"b";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"4690";"4690";"Pheucticus ludovicianus";"(Linnaeus, 1766)";"Cardinal à poitrine rose, Grosbec à poitrine rose";"";"ES";"Cardinalidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"55";"199533";"199533";"Piranga rubra";"(Linnaeus, 1758)";"Tangara vermillon";"";"ES";"Cardinalidae";"";"";"NA";"b";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
